Title,Link
O artista brasileiro que viveu 50 anos em instituições psiquiátricas e é tema de exposição nos EUA,https://www.bbc.com/portuguese/articles/cp0ez7m7qg7o
Como fronteiras de Israel mudaram desde sua criação há 75 anos,https://www.bbc.com/portuguese/extra/IkTCzu5CAd/Israel_historico_fronteiras
O que revelam novos esqueletos encontrados nas ruínas de Pompeia,https://www.bbc.com/portuguese/articles/cn4eplle5y6o
Podcast busca entender como brasileiros chegaram a atual grau de divisão; ouça aqui,https://www.bbc.com/portuguese/podcasts/p0cyhvny
Ouça aqui o podcast que conta incríveis casos na raiz das guerras culturais,https://www.bbc.com/portuguese/podcasts/p0cx5pt6
Que História!: ouça as duas temporadas do podcast,https://www.bbc.com/portuguese/podcasts/p07r3r3t
As descobertas que estão mudando o que sabemos sobre os neandertais,https://www.bbc.com/portuguese/articles/cpvxngnx4p9o
'Filiprimos'? As semelhanças entre Brasil e Filipinas que se refletem nas redes sociais,https://www.bbc.com/portuguese/articles/cv240x00p90o
Por que conservadores estão em guerra contra Disney e cervejaria nos EUA,https://www.bbc.com/portuguese/articles/cxxy631g0dyo
O teste de DNA que identificou serial killer 30 anos depois dos crimes,https://www.bbc.com/portuguese/articles/cn3vpm7yl5ko
Os mitos e erros sobre os hemisférios do cérebro,https://www.bbc.com/portuguese/articles/cjj999w39dgo
PM que fuzilou dois colegas era conhecido pela gentileza e falou com a BBC um mês antes do crime,https://www.bbc.com/portuguese/articles/c8vr5vylgr0o
Decisão 'arbitrária' ou 'irretocável'? Juristas divergem sobre cassação de Deltan Dallagnol,https://www.bbc.com/portuguese/articles/cjqkp3ve12jo
Como STF pode regular plataformas digitais após impasse no PL das Fake News,https://www.bbc.com/portuguese/articles/c4nw53753pno
"Quem é Kemal Kilicdaroglu, adversário de Erdogan no 2º turno na Turquia",https://www.bbc.com/portuguese/articles/cqv0yn009w4o
Os ex-escravizados que levaram tradições brasileiras para Gana,https://www.bbc.com/portuguese/articles/cw9pw50y92wo
Parceiros comerciais da BBC Brasil,https://www.bbc.com/portuguese/institutional-41672312
"CÚPULA DO G7 “A decepção foi de Lula”, diz Zelensky sobre encontro não realizado",https://www.cnnbrasil.com.br/internacional/a-decepcao-foi-de-lula-diz-zelensky-sobre-encontro-nao-realizado-no-g7/
Flamengo vence Corinthians e mantém rival na zona do rebaixamento da Série A,https://www.cnnbrasil.com.br/esportes/nos-acrescimos-flamengo-vence-e-corinthians-fica-mais-uma-rodada-no-z4/
Brasileiro Vinicius Jr. é vítima de mais um caso de racismo na Espanha,https://www.cnnbrasil.com.br/esportes/vinicius-jr-e-vitima-de-mais-um-caso-de-racismo-na-espanha/
"Bíblia Hebraica mais antiga do mundo é vendida por recorde de R$ 189,5 milhões",https://www.cnnbrasil.com.br/internacional/biblia-hebraica-mais-antiga-do-mundo-e-vendida-por-recorde-de-r-1895-milhoes/
"'Não venho para ser servido, mas para servir', diz Charles",https://g1.globo.com/mundo/noticia/2023/05/06/coroacao-rei-charles-iii.ghtml
"Coroa tem mais de 2,8 mil diamantes; veja em detalhes",https://g1.globo.com/mundo/ao-vivo/coroacao-do-rei-charles-iii-acompanhe-ao-vivo.ghtml?postId=8265e56d-c072-4982-b603-c0945067ba17
"Reveja o momento exato da coroação, o juramento e mais",https://g1.globo.com/mundo/playlist/coroacao-do-rei-charles-iii.ghtml
Janja usa vermelho na coroação; Lula se senta perto de Macron,https://g1.globo.com/politica/noticia/2023/05/06/lula-participa-da-cerimonia-de-coroacao-do-rei-charles-iii-e-senta-ao-lado-de-emmanuel-macron.ghtml
"FOTOS: William, Kate e filhos acompanham da 1ª fila",https://g1.globo.com/mundo/noticia/2023/05/06/fotos-familia-real-na-coroacao-do-rei-charles-iii.ghtml
"Sem Meghan, Harry senta sozinho entre convidados",https://g1.globo.com/mundo/ao-vivo/coroacao-do-rei-charles-iii-acompanhe-ao-vivo.ghtml?postId=1e2ce3c1-8ed6-426c-88fd-7532c149b88f
Chapéus e joias: quem é a mais elegante da coroação? Vote,https://g1.globo.com/mundo/votacao/na-coroacao-de-rei-charles-iii-quem-e-a-convidada-mais-bem-vestida--35621d85-746c-45cf-a026-304fe6e2ab8a.ghtml
"Katy Perry, Lionel Richie e mais: famosos marcam presença",https://g1.globo.com/mundo/noticia/2023/05/06/famosos-e-autoridades-coroacao-do-rei-charles-iii-fotos.ghtml
Britânicos contrários à monarquia protestam: 'Não é meu rei',https://g1.globo.com/mundo/video/britanicos-antimonarquistas-protestam-no-dia-da-coroacao-de-charles-iii-11595451.ghtml
Como foi a coroação do rei Charles 3º,https://www.bbc.com/portuguese/articles/cje01158037o
Os 5 principais desafios de Charles 3º como novo rei,https://www.bbc.com/portuguese/internacional-62932565
Líder de grupo anti-monarquia é preso em protesto contra a coroação,https://www.bbc.com/portuguese/articles/c883ddve15lo
Fissura ou 'desbolsonarização': como CPMI do 8 de janeiro pode afetar relação de militares com governo Lula,https://www.bbc.com/portuguese/articles/czrpm9xyl78o
Ucrânia acusa Rússia de usar bombas de fósforo para destruir cidade de Bakhmut,https://www.bbc.com/portuguese/articles/c9xn776rpw2o
Grupo Wagner: por que mercenários russos ameaçam se retirar de cidade na Ucrânia,https://www.bbc.com/portuguese/articles/c9xn74lw80wo
Suplementos de proteína fazem mal à saúde?,https://www.bbc.com/portuguese/articles/c4n7rm4391zo
Os números que levaram OMS a decretar fim da emergência global de covid-19,https://www.bbc.com/portuguese/articles/cl748lv5xn0o
Reino Unido anuncia R$ 500 milhões para o Fundo Amazônia,https://www.bbc.com/portuguese/articles/c6p98ym9rgjo
'Novo Cangaço': o que acontece nas cidades onde bandidos explodem bancos,https://www.bbc.com/portuguese/articles/c0vxw220n42o
Como Brasil se tornou 'berçário' de espiões russos,https://www.bbc.com/portuguese/articles/ckk43wg6n31o
Como conversar com filhos sobre ataques a escolas,https://www.bbc.com/portuguese/articles/cev4klp4px0o
Como celular de Bolsonaro apreendido pela PF no caso das vacinas pode ser usado em outras investigações,https://www.bbc.com/portuguese/articles/cp91j0vxgzxo
Que crimes Bolsonaro pode ter cometido caso se confirme falsificação do certificado de vacina contra covid,https://www.bbc.com/portuguese/articles/c883k4kkzpjo
Bolsonaro não precisou de registro de vacina para ir aos EUA,https://www.bbc.com/portuguese/articles/ckrk785vp41o
"O que realmente diz a 'bula da Pfizer', que Bolsonaro disse ter lido para decidir não se vacinar",https://www.bbc.com/portuguese/articles/cxxy40wenp9o
A herança arquitetônica brasileira sob risco na Nigéria,https://www.bbc.com/portuguese/articles/c51p73m4g2po
O que se sabe sobre operação da PF em endereço de Bolsonaro,https://www.bbc.com/portuguese/articles/c3gv897e5z1o
Coroação de Charles 3º: tudo o que você precisa saber sobre o evento,https://www.bbc.com/portuguese/articles/c894p3zp8gvo
Como jovem de 13 anos pôde se armar para matar 8 colegas e segurança em escola da Sérvia,https://www.bbc.com/portuguese/articles/c721n6621wdo
Os britânicos que não vão assistir à coroação de Charles 3º: 'Acho um desperdício de dinheiro',https://www.bbc.com/portuguese/articles/cy6vd8d16pdo
Confira em 3D detalhes da coroa que será usada por Charles 3º,https://www.bbc.com/portuguese/resources/idt-5136bea2-40b8-45bf-83be-e06babcbc2bf
"Vídeo em 360º: por dentro da Abadia de Westminster, palco da coroação de Charles 3°",https://www.bbc.com/portuguese/articles/c2elvr93lqmo
Por que o monarca precisa de uma coroação?,https://www.bbc.com/portuguese/articles/c976g686g84o
"Vídeo, Coroação de Charles 3°: como são as carruagens reais que levarão o rei e a rainha, Duration 1,48",https://www.bbc.com/portuguese/geral-65381327
Coroação de Charles 3º: como acompanhar a cerimônia ao vivo,https://www.bbc.com/portuguese/articles/cv2ve787dwdo
‘Olhei para meu pé e vi que estava sem dedos’: as minas terrestres que fazem centenas de vítimas na Ucrânia,https://www.bbc.com/portuguese/articles/c29renpxgjzo
A multa contra o McDonalds nos EUA por empregar centenas de menores de idade,https://www.bbc.com/portuguese/articles/c25peypzev5o
"Paraguai: 'Quero discutir com Lula próximos 50 anos de relação', diz presidente eleito",https://www.bbc.com/portuguese/articles/c10qdz85311o
Por que Rússia acusa Ucrânia de tentar matar Putin com drones,https://www.bbc.com/portuguese/articles/cje0n9w0nq5o
O que a China ganha ao agir como moderadora da paz entre Rússia e Ucrânia,https://www.bbc.com/portuguese/articles/cg35gy4x1d7o
Eleição no Paraguai: por que vitória de Santiago Peña é exceção entre 'ondas políticas' da América Latina,https://www.bbc.com/portuguese/articles/crgmzl9j9j7o
Corpo de pescador desaparecido é encontrado dentro de crocodilo na Austrália,https://www.bbc.com/portuguese/articles/cg3d8z4lz44o
O 'padrinho' da inteligência artificial que se demitiu do Google e adverte sobre perigos da tecnologia,https://www.bbc.com/portuguese/articles/cgr1qr06myzo
"Quem é Santiago Peña, novo presidente do Paraguai",https://www.bbc.com/portuguese/articles/cnejwml49vgo
"Vídeo, Como vai ser a coroação de Charles 3° no Reino Unido, Duration 1,51",https://www.bbc.com/portuguese/geral-65489159
"Vídeo, A seita que encorajava a morte por inanição para 'encontrar Jesus', Duration 1,23",https://www.bbc.com/portuguese/geral-65418691
Câncer na garganta: por que sexo oral pode ser fator de risco?,https://www.bbc.com/portuguese/articles/cd1rxkmjje8o
Como é 1ª vacina do mundo contra VSR aprovada nos EUA,https://www.bbc.com/portuguese/articles/cx04ldv7vdyo
'As pessoas param de respirar antes que se deem conta': o que o fentanil faz com o cérebro,https://www.bbc.com/portuguese/articles/c51pl202527o
"A nova droga contra o Alzheimer capaz de retardar em um terço avanço da doença, segundo estudos",https://www.bbc.com/portuguese/articles/cmj7l0dpzjvo
Restaurantes usam calor da cozinha para gerar sua própria energia,https://www.bbc.com/portuguese/articles/c870grk4zgdo
Como mudanças climáticas ameaçam a produção de vinhos australianos,https://www.bbc.com/portuguese/articles/czrpnd38d33o
Cartilha da desinformação: como agem os grupos que usam redes sociais para espalhar fake news e mobilizar eleitores,https://www.bbc.com/portuguese/articles/ceq55vxe9leo
"'Nasci de um estupro, mas isso não me define'",https://www.bbc.com/portuguese/articles/cevnw4w2n9yo
Os profissionais que temem perder seu emprego para a inteligência artificial,https://www.bbc.com/portuguese/articles/cn4rvelpmejo
O que são seitas e por que as pessoas se juntam a elas?,https://www.bbc.com/portuguese/articles/crgewpyxvyvo
O empreendedor que aposta na descoberta da juventude eterna,https://www.bbc.com/portuguese/articles/cqezl9eppljo
O que é a misteriosa 'caixa preta' da inteligência artifical que preocupa os especialistas,https://www.bbc.com/portuguese/articles/c870xmd2dv0o
Como é calculada chance de chuva que serviços de meteorologia divulgam,https://www.bbc.com/portuguese/articles/c1680x5g0pjo
O que a ciência diz sobre os remédios naturais para dormir,https://www.bbc.com/portuguese/articles/c25pdvd5xpwo
Salário mínimo de R$ 1.320: quanto piso aumentou em cada governo?,https://www.bbc.com/portuguese/articles/c3gn96zyy6qo
Como a Amazon dominou vendas de livros no Brasil em apenas 9 anos,https://www.bbc.com/portuguese/articles/c4nwprveg0wo
Greve de roteiristas ameaça programas de TV e filmes nos EUA,https://www.bbc.com/portuguese/articles/clel3gzw61qo
Met Gala: 7 dos melhores looks ao longo das décadas,https://www.bbc.com/portuguese/articles/c9rx41gv06lo
Jovem de 16 anos recebe R$ 45 milhões em ofertas de bolsas universitárias nos EUA e se aproxima de recorde,https://www.bbc.com/portuguese/articles/cqezgqj2gd5o
Os clubes de leitura que desafiam a crescente censura de livros nos EUA,https://www.bbc.com/portuguese/articles/crgxz027332o
"Carolina, a rainha consorte da Inglaterra barrada da própria coroação pelo rei",https://www.bbc.com/portuguese/articles/cjm73exdmgdo
CLT faz 80 anos: o que mudou e pode mudar no Brasil da informalidade e aplicativos,https://www.bbc.com/portuguese/articles/c1rleweverwo
Por que Disney e governador da Flórida estão em pé de guerra,https://www.bbc.com/portuguese/articles/cjr18xp1940o
Matança de cães infectados com parasita gera polêmica em cidade de São Paulo,https://www.bbc.com/portuguese/articles/c721dr9p0x1o
Por que o Rio de Janeiro está atraindo nômades digitais,https://www.bbc.com/portuguese/articles/cnejxx2gme4o
Entenda a polêmica envolvendo a capivara Filó,https://www.bbc.com/portuguese/articles/c887jy7ge99o
Doador de esperma que teve mais de 550 filhos é proibido de doar novamente,https://www.bbc.com/portuguese/articles/cv2d4geye8yo
Por que cientistas temem futuro catastrófico causado pela inteligência artificial,https://www.bbc.com/portuguese/articles/cn07ljg5yrzo
O que diz a lei sobre casos como casamento de prefeito de 65 anos com adolescente de 16,https://www.bbc.com/portuguese/articles/cn07gz0p422o
EUA: os 4 motivos que levaram Biden a se lançar à reeleição,https://www.bbc.com/portuguese/articles/c2eln74l7jyo
REINO UNIDO Rei Charles III é coroado na Abadia de Westminster,https://www.cnnbrasil.com.br/internacional/rei-charles-iii-e-coroado-em-cerimonia-na-abadia-de-westminster/
Rei Charles III é coroado na Abadia de Westminster,https://www.cnnbrasil.com.br/internacional/rei-charles-iii-e-coroado-em-cerimonia-na-abadia-de-westminster/
Rei Charles III e Camilla são oficialmente coroados; siga,https://www.cnnbrasil.com.br/live-update/internacional/coroacao-do-rei-charles-iii/
Rainha consorte ou só rainha? Coroação de Charles muda título real da esposa do rei,https://www.cnnbrasil.com.br/internacional/rainha-consorte-ou-so-rainha-coroacao-de-charles-muda-titulo-real-de-camilla/
"Com Covid-19, ministra Marina Silva é internada em hospital na capital paulista",https://www.cnnbrasil.com.br/politica/com-covid-19-marina-silva-e-internada-no-incor-em-sao-paulo/
"Saiba o que foi o ""escândalo do absorvente interno"" entre Charles e Camilla",https://www.cnnbrasil.com.br/internacional/saiba-o-que-foi-o-escandalo-do-absorvente-interno-entre-charles-e-camilla/
"Por unanimidade, STF rejeita investigação sobre Arthur Lira",https://g1.globo.com/politica/noticia/2023/06/06/turma-do-stf-forma-maioria-para-arquivar-investigacao-contra-lira.ghtml
Mulher resgatada de casa de desembargador é surda e precisou de intérprete,https://g1.globo.com/sc/santa-catarina/noticia/2023/06/06/mulher-que-seria-mantida-em-condicoes-analogas-a-escravidao-por-desembargador-de-sc-tem-linguagem-propria-e-teve-que-depor-com-interprete.ghtml
Câmara confirma decisão que cassou Deltan Dallagnol,https://g1.globo.com/politica/noticia/2023/06/06/mesa-diretora-da-camara-confirma-decisao-do-tse-que-cassou-deltan-dallagnol.ghtml
Veja quais vereadores no Rio distribuíram o 'bônus secreto',https://g1.globo.com/rj/rio-de-janeiro/noticia/2023/06/06/em-16-meses-r-92-milhoes-foram-gastos-com-bonus-secreto-na-camara-veja-os-vereadores-que-mais-distribuiram.ghtml
'Desenrola': saiba quem poderá ter a dívida perdoada ou negociada,https://g1.globo.com/economia/noticia/2023/06/06/vou-ter-minha-divida-perdoada-programa-do-governo-deve-atingir-70-milhoes-de-pessoas-entenda.ghtml
Carro novo mais barato fica abaixo de R$ 60 mil com desconto,https://g1.globo.com/economia/noticia/2023/06/06/montadoras-anunciam-pacotes-de-incentivos-para-carros-novos.ghtml
Até R$ 8 mil: entenda o cálculo do governo para baratear carros,https://g1.globo.com/economia/noticia/2023/06/06/valores-desconto-preco-carros-onibus-caminhao.ghtml
Toffoli dá habeas corpus para Tacla Duran entrar no Brasil sem ser preso,https://g1.globo.com/politica/noticia/2023/06/06/toffoli-concede-salvo-conduto-para-advogado-tacla-duran-entre-no-brasil-e-preste-depoimento-na-camara.ghtml
Distribuidoras são notificadas por não repassarem queda de preços do gás,https://g1.globo.com/economia/noticia/2023/06/06/senacon-notifica-distribuidoras-por-nao-repassarem-queda-de-precos-do-gas-aos-consumidores.ghtml
Ataque da Rússia ou 'sabotagem' da Ucrânia? O que pode estar por trás de explosão catastrófica de barragem,https://www.bbc.com/portuguese/articles/cxed53r1el5o
STF rejeita denúncia contra Lira: as acusações que rondavam o presidente da Câmara,https://www.bbc.com/portuguese/articles/cqe0g2el9ppo
'Menos juridiquês': o projeto que defende linguagem simples para Justiça ser mais democrática,https://www.bbc.com/portuguese/articles/c7294ezjrnro
Xokleng: a história do povo quase dizimado que protagoniza caso histórico no STF,https://www.bbc.com/portuguese/articles/cz9gkvk2ynxo
As histórias por trás do processo do príncipe Harry contra tabloides britânicos,https://www.bbc.com/portuguese/articles/cpdkxk8r50yo
Por que a China está construindo buraco de 11 km de profundidade,https://www.bbc.com/portuguese/articles/crg9k0pz096o
Vision Pro: como funcionam os óculos de realidade virtual da Apple,https://www.bbc.com/portuguese/articles/c5197p5gx2mo
Como usar as notas do Enem para entrar em faculdades no exterior,https://www.bbc.com/portuguese/geral-60332597
O homem que vive em casa no meio de condomínio de luxo porque se recusou a vendê-la,https://www.bbc.com/portuguese/articles/c4n97ewgz3po
Governo intervém em fábrica de vacinas após rombo milionário e 'obra sem fim',https://www.bbc.com/portuguese/articles/cv28ex2y41yo
Brasil vive 'Lava Jato às avessas' contra políticos de direita?,https://www.bbc.com/portuguese/articles/cjmy0ey4k3ko
"Um ano da morte de Bruno e Dom: 'Não tenho palavras para descrever a frustração que sinto', diz viúva do britânico",https://www.bbc.com/portuguese/articles/c3gmd6mmkm0o
"Após derrotas no Congresso, Sonia Guajajara diz que não entregará ministério de bandeja",https://www.bbc.com/portuguese/articles/c9e7r44d9e8o
Como árvore escondida na Amazônia levou Manaus e Belém ao auge — e à decadência,https://www.bbc.com/portuguese/articles/cmmeremj267o
Por que Brasil é o segundo país com mais casos de hanseníase no mundo,https://www.bbc.com/portuguese/articles/cjr1gx29421o
"'Cabo de guerra' entre Lula e Lira é fruto do 'presidencialismo do descaso' criado por Bolsonaro, diz professor da USP",https://www.bbc.com/portuguese/articles/c4n95n54jl5o
Quem é Cristiano Zanin e por que sua indicação ao STF causa controvérsia,https://www.bbc.com/portuguese/articles/cjl9e0z6py9o
Por que Putin colocou pintura da Santíssima Trindade em exibição numa catedral,https://www.bbc.com/portuguese/articles/c72rq4kwk7qo
Mochilas à prova de balas e reclusão: como violência armada faz americanos viverem com medo,https://www.bbc.com/portuguese/articles/cxxenjr042jo
'Desastre insuportável': a advertência de ministro da Defesa da China sobre eventual guerra com EUA,https://www.bbc.com/portuguese/articles/cx05pv92y7wo
'Melhor morrer em casa do que no exterior': os ucranianos que decidiram voltar ao país em guerra,https://www.bbc.com/portuguese/articles/cm58v4kmge3o
Por que chegada de migrantes ao Reino Unido triplicou apesar das promessas do Brexit,https://www.bbc.com/portuguese/articles/c28px8vjzj3o
Guerra na Ucrânia: as mães que vão até a Rússia resgatar seus filhos,https://www.bbc.com/portuguese/articles/clwdlwg917vo
A mãe britânica que luta por pedido de desculpas para filho assassino e sua vítima,https://www.bbc.com/portuguese/articles/ckrm9d50rn2o
O ex-parlamentar e youtuber preso no Japão por ameaças a celebridades,https://www.bbc.com/portuguese/articles/cld32qzd6vzo
"Vídeo, Quem é Cristiano Zanin e por que indicação ao STF é controversa, Duration 5,10",https://www.bbc.com/portuguese/brasil-65809274
"Vídeo, Enorme tempestade de areia varre Canal de Suez, no Egito, Duration 0,19",https://www.bbc.com/portuguese/internacional-65791559
"Vídeo, 5 razões para derrota dos EUA na Guerra do Vietnã, Duration 9,49",https://www.bbc.com/portuguese/internacional-65764713
"Vídeo, A guerra cibernética entre hackers de Rússia e Ucrânia, Duration 9,09",https://www.bbc.com/portuguese/internacional-65754385
Como genética influencia nossas escolhas de vida,https://www.bbc.com/portuguese/articles/c0jp9l8k8geo
Al Pacino e Robert de Niro são pais depois dos 75 anos: a paternidade tardia traz riscos?,https://www.bbc.com/portuguese/geral-62478442
Mulher com mutação genética rara não sente dor ou medo,https://www.bbc.com/portuguese/articles/c0wvpzv94x3o
O exame de sangue em teste no Reino Unido que identifica mais de 50 tipos de câncer,https://www.bbc.com/portuguese/articles/c06d8jz6ky6o
"Como hipnose pode ser usada para reduzir anestesia, segundo médicos",https://www.bbc.com/portuguese/articles/cgr627d3nzyo
"Uso de banha de porco como combustível para avião faz mal ao planeta, diz estudo",https://www.bbc.com/portuguese/articles/cjl92jzdz00o
Por que Nova York está afundando,https://www.bbc.com/portuguese/articles/cq53nd95nweo
A investigação genética que levou a perdão de mulher condenada por matar 4 filhos,https://www.bbc.com/portuguese/articles/crglv7mxg0no
'Love bombing': quando amor em excesso se torna perigoso?,https://www.bbc.com/portuguese/articles/cv2r7v19npeo
'Meninas no limite': por que as adolescentes sofrem mais com problemas causados por redes sociais,https://www.bbc.com/portuguese/articles/c9x9dzl5p4po
Niksen: a solução holandesa para reduzir o estresse,https://www.bbc.com/portuguese/articles/clw9yd8w953o
Por que especialistas dizem que inteligência artificial pode levar à extinção da humanidade,https://www.bbc.com/portuguese/articles/c51q3jvlyj8o
Como a gravidade era explicada antes de Newton,https://www.bbc.com/portuguese/articles/c10q3z5rr4zo
Bard: como Google quer desbancar ChatGPT na corrida da inteligência artificial,https://www.bbc.com/portuguese/articles/c3g7x9xwlv4o
"Inteligência artificial: redes sociais apagam provas de crimes de guerra, aponta investigação",https://www.bbc.com/portuguese/articles/c4n9lkg8856o
O que explica aluguel em Lisboa custar quase triplo do salário mínimo,https://www.bbc.com/portuguese/articles/c19p30negn1o
O que explica disparada de aluguéis nas maiores cidades da América Latina?,https://www.bbc.com/portuguese/articles/cq5qrlpyxjgo
"'Síndrome de Succession': as famílias que acumulam narcisismo, abuso de substâncias e depressão",https://www.bbc.com/portuguese/articles/c3gndj9d14po
Por que críticos dizem que episódio final de Succession é 'perfeito' e 'brutal',https://www.bbc.com/portuguese/articles/clj1883r823o
"O que são as esferas de Klerksdorp, pedras misteriosas encontradas em rocha de 2,8 bilhões de anos?",https://www.bbc.com/portuguese/articles/c72x5jzdqeqo
Os ossos que revelam a brutalidade do trabalho infantil na Revolução Industrial britânica,https://www.bbc.com/portuguese/articles/c72xw90n9lwo
Em que momento da história os humanos começaram a se beijar nos lábios,https://www.bbc.com/portuguese/articles/ceqx124qywwo
